2.2,2.09,2.34,2.44,2.23,2.43,2.08,2.54,2.24,2.55,2.65,2.52,2.65,2.21,2.65,2.28,2.53,2.46,2.48,2.55,2.18,2.54,2.1,2.54,2.39,2.41,2.56,2.12,2.45,2.09,2.54,2.31,2.52,2.43,2.17,2.3,1.84,2.33,1.91,2.3,2.19,1.91,2.18,1.7,2.09,1.75,2.07,2.06,1.94,2.07,1.59,2.19,1.8,2.18,2.15,2.11,2.22,1.88,2.3,1.88,2.31,2.22,2.25,2.3
1.71,1.47,1.82,1.33,1.97,1.81,1.92,1.98,1.59,1.96,1.46,1.98,1.81,1.93,1.95,1.59,1.95,1.46,1.95,1.84,1.92,1.95,1.58,1.82,1.35,1.83,1.69,1.78,1.83,1.43,1.72,1.24,1.72,1.61,1.64,1.69,1.22,1.72,1.25,1.72,1.48,1.5,1.62,1.11,1.59,1.28,1.7,1.62,1.62,1.72,1.24,1.71,1.29,1.73,1.66,1.57,1.7,1.2,1.7,1.33,1.72,1.82,1.57,1.83
1.94,1.85,1.86,1.95,1.63,2.07,1.67,2.05,2.0,1.94,2.06,1.63,2.05,1.69,2.08,2.15,2.0,2.06,1.67,2.08,1.76,2.07,2.05,1.87,2.08,1.57,2.09,1.78,1.95,1.94,1.7,1.93,1.32,1.81,1.6,1.86,1.82,1.52,1.82,1.31,1.82,1.64,1.79,1.81,1.45,1.83,1.33,1.83,1.7,1.76,1.82,1.38,1.82,1.4,1.81,1.78,1.7,1.82,1.33,1.83,1.44,1.96,1.92,1.77
