CYLINDRICAL
0.4,0,0.51,0.09,0.71,0.62,0.52,0.69,0.26,0.81,0.53,0.83,0.8,0.59,0.68,0.19,0.68,0.57,0.98,1.3,1.02,1.34,0.88,1.3,1.24,1.32,1.33,0.98,1.28,0.86,1.31,1.18,1.24,1.28,0.88,1.29,0.93,1.3,1.27,1.16,1.42,0.84,1.31,1.0,1.13,1.09,0.88,0.97,0.31,0.8,0.39,0.81,0.81,0.54,0.78,0.28,0.82,0.48,0.65,0.66,0.28,0.53,0,0.37
