1.69,1.37,1.68,1.62,1.66,1.65,1.53,1.78,1.49,1.78,1.67,1.8,1.8,1.61,1.77,1.6,1.89,1.76,1.9,1.92,1.76,1.88,1.47,1.77,1.58,1.78,1.78,1.68,1.66,1.36,1.69,1.44,1.54,1.54,1.44,1.52,1.23,1.64,1.35,1.6,-26.26,-75.91
-32.46
